imdbId,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes
308506,movie,Like Mike,Like Mike,2002,99
120912,movie,Men in Black II,Men in Black II,2002,88
289408,movie,The Powerpuff Girls Movie,The Powerpuff Girls Movie,2002,73
263725,movie,Me Without You,Me Without You,2001,107
305396,movie,The Crocodile Hunter: Collision Course,The Crocodile Hunter: Collision Course,2002,90
253556,movie,Reign of Fire,Reign of Fire,2002,101
257044,movie,Road to Perdition,Road to Perdition,2002,117
297721,movie,All About Lily Chou-Chou,Riri Shushu no subete,2001,146
269499,movie,My Wife Is an Actress,Ma femme est une actrice,2001,95
50084,movie,20 Million Miles to Earth,20 Million Miles to Earth,1957,82
44744,movie,The Importance of Being Earnest,The Importance of Being Earnest,1952,95
89798,movie,Perfect,Perfect,1985,115
68156,movie,1776,1776,1972,141
65234,movie,Z,Z,1969,127
220506,movie,Halloween: Resurrection,Halloween: Resurrection,2002,90
254455,movie,Sex and Lucía,Lucía y el sexo,2001,128
271367,movie,Eight Legged Freaks,Eight Legged Freaks,2002,99
267626,movie,K-19: The Widowmaker,K-19: The Widowmaker,2002,138
243585,movie,Stuart Little 2,Stuart Little 2,2002,77
295178,movie,Austin Powers in Goldmember,Austin Powers in Goldmember,2002,94
303353,movie,The Kid Stays in the Picture,The Kid Stays in the Picture,2002,93
271219,movie,Tadpole,Tadpole,2002,78
246500,movie,Who Is Cletis Tout?,Who Is Cletis Tout?,2001,92
79641,movie,Nosferatu the Vampyre,Nosferatu: Phantom der Nacht,1979,107
74205,movie,The Big Bus,The Big Bus,1976,88
61810,movie,In Like Flint,In Like Flint,1967,114
59557,movie,Our Man Flint,Our Man Flint,1966,108
58888,movie,Red Beard,Akahige,1965,185
75147,movie,Robin and Marian,Robin and Marian,1976,106
88286,movie,Top Secret!,Top Secret!,1984,90
295427,movie,The Master of Disguise,The Master of Disguise,2002,80
286106,movie,Signs,Signs,2002,106
265930,movie,The Last Kiss,L'ultimo bacio,2001,115
287717,movie,Spy Kids 2: Island of Lost Dreams,Spy Kids 2: Island of Lost Dreams,2002,100
279113,movie,The Good Girl,The Good Girl,2002,93
309377,movie,Blood Work,Blood Work,2002,110
295701,movie,xXx,xXx,2002,124
274309,movie,24 Hour Party People,24 Hour Party People,2002,117
290823,movie,Secret Ballot,Raye makhfi,2001,100
327036,movie,Martin Lawrence Live: Runteldat,Martin Lawrence Live: Runteldat,2002,113
120263,movie,Songs from the Second Floor,Sånger från andra våningen,2000,98
93780,movie,The Principal,The Principal,1987,109
73631,movie,Rollerball,Rollerball,1975,125
180052,movie,The Adventures of Pluto Nash,The Adventures of Pluto Nash,2002,95
300532,movie,Blue Crush,Blue Crush,2002,104
246772,movie,Mostly Martha,Bella Martha,2001,109
256276,movie,Possession,Possession,2002,102
265459,movie,One Hour Photo,One Hour Photo,2002,96
261289,movie,Serving Sara,Serving Sara,2002,102
258153,movie,S1m0ne,S1m0ne,2002,117
281322,movie,Undisputed,Undisputed,2002,96
280424,movie,Amy's Orgasm,Amy's Orgasm,2001,87
300453,movie,Satin Rouge,Satin Rouge,2002,100
88885,movie,The Care Bears Movie,The Care Bears Movie,1985,77
90799,movie,Care Bears Movie II: A New Generation,Care Bears Movie II: A New Generation,1986,76
82186,movie,Clash of the Titans,Clash of the Titans,1981,118
102059,movie,Hot Shots!,Hot Shots!,1991,84
78350,movie,The Swarm,The Swarm,1978,116
80025,movie,Time After Time,Time After Time,1979,112
90966,movie,Down and Out in Beverly Hills,Down and Out in Beverly Hills,1986,103
49452,movie,Love Me Tender,Love Me Tender,1956,89
94025,movie,Stakeout,Stakeout,1987,117
295254,movie,Feardotcom,Feardotcom,2002,101
22599,movie,À Nous la Liberté,À nous la liberté,1931,104
275688,movie,Snipes,Snipes,2001,113
269095,movie,City by the Sea,City by the Sea,2002,108
283026,movie,Swimfan,Swimfan,2002,85
87507,movie,Johnny Dangerously,Johnny Dangerously,1984,90
68833,movie,The Last House on the Left,The Last House on the Left,1972,84
117883,movie,Thesis,Tesis,1996,125
303714,movie,Barbershop,Barbershop,2002,102
265808,movie,Stealing Harvard,Stealing Harvard,2002,85
293662,movie,The Transporter,The Transporter,2002,92
269329,movie,Alias Betty,Betty Fisher et autres histoires,2001,103
280760,movie,Igby Goes Down,Igby Goes Down,2002,98
106315,movie,Aspen Extreme,Aspen Extreme,1993,113
99128,movie,Betsy's Wedding,Betsy's Wedding,1990,94
103924,movie,Captain Ron,Captain Ron,1992,100
99512,movie,Ernest Goes to Jail,Ernest Goes to Jail,1990,81
101821,movie,Ernest Scared Stupid,Ernest Scared Stupid,1991,91
77681,movie,The Hills Have Eyes,The Hills Have Eyes,1977,90
107212,movie,Indian Summer,Indian Summer,1993,97
70350,movie,The Mack,The Mack,1973,110
110557,movie,Monkey Trouble,Monkey Trouble,1994,96
100666,movie,Spaced Invaders,Spaced Invaders,1990,100
103003,movie,Suburban Commando,Suburban Commando,1991,90
39111,movie,The Yearling,The Yearling,1946,128
48281,movie,The Ladykillers,The Ladykillers,1955,91
44829,movie,The Lavender Hill Mob,The Lavender Hill Mob,1951,78
44876,movie,The Man in the White Suit,The Man in the White Suit,1951,85
292542,movie,Son of the Bride,El hijo de la novia,2001,123
250258,movie,The Experiment,Das Experiment,2001,120
308208,movie,Ballistic: Ecks vs. Sever,Ballistic: Ecks vs. Sever,2002,91
280460,movie,The Banger Sisters,The Banger Sisters,2002,98
240510,movie,The Four Feathers,The Four Feathers,2002,132
280380,movie,Trapped,Trapped,2002,106
283832,movie,8 Women,8 femmes,2002,111
274497,movie,The Ignorant Fairies,Le fate ignoranti,2001,106
245171,movie,Invincible,Invincible,2001,133
274812,movie,Secretary,Secretary,2002,107
245429,movie,Spirited Away,Sen to Chihiro no kamikakushi,2001,125
326306,movie,The Trials of Henry Kissinger,The Trials of Henry Kissinger,2002,80
256415,movie,Sweet Home Alabama,Sweet Home Alabama,2002,108
290095,movie,The Tuxedo,The Tuxedo,2002,98
179098,movie,Moonlight Mile,Moonlight Mile,2002,117
281364,movie,Wasabi,Wasabi,2001,94
298388,movie,Jonah: A VeggieTales Movie,Jonah: A VeggieTales Movie,2002,82
289765,movie,Red Dragon,Red Dragon,2002,124
280491,movie,Bloody Sunday,Bloody Sunday,2002,111
246677,movie,Heaven,Heaven,2002,97
265307,movie,The Man from Elysian Fields,The Man from Elysian Fields,2001,106
271259,movie,Welcome to Collinwood,Welcome to Collinwood,2002,86
101898,movie,Flirting,Flirting,1991,99
58379,movie,Mothra vs. Godzilla,Mosura tai Gojira,1964,89
197521,movie,Godzilla: King of the Monsters!,Godzilla: King of the Monsters!,1956,80
95895,movie,Powaqqatsi,Powaqqatsi,1988,99
35211,movie,The Pride of the Yankees,The Pride of the Yankees,1942,128
98575,movie,Valmont,Valmont,1989,137
51554,movie,Horror of Dracula,Dracula,1958,82
86373,movie,Strange Brew,The Adventures of Bob & Doug McKenzie: Strange Brew,1983,90
58230,movie,The Incredible Mr. Limpet,The Incredible Mr. Limpet,1964,99
99581,movie,Flashback,Flashback,1990,108
276816,movie,Below,Below,2002,105
297037,movie,Brown Sugar,Brown Sugar,2002,109
211465,movie,Knockaround Guys,Knockaround Guys,2001,92
292644,movie,The Rules of Attraction,The Rules of Attraction,2002,110
283084,movie,Tuck Everlasting,Tuck Everlasting,2002,90
283139,movie,White Oleander,White Oleander,2002,109
310793,movie,Bowling for Columbine,Bowling for Columbine,2002,120
328962,movie,Comedian,Comedian,2002,82
272338,movie,Punch-Drunk Love,Punch-Drunk Love,2002,95
291502,movie,Swept Away,Swept Away,2002,89
227984,movie,Formula 51,The 51st State,2001,93
298130,movie,The Ring,The Ring,2002,115
298744,movie,Auto Focus,Auto Focus,2002,105
252480,movie,The Grey Zone,The Grey Zone,2001,108
145937,movie,Naqoyqatsi,Naqoyqatsi,2002,89
296166,movie,Real Women Have Curves,Real Women Have Curves,2002,90
212604,movie,Tully,Tully,2000,102
101453,movie,Billy Bathgate,Billy Bathgate,1991,106
95327,movie,Grave of the Fireflies,Hotaru no haka,1988,89
76666,movie,Saturday Night Fever,Saturday Night Fever,1977,118
86361,movie,Staying Alive,Staying Alive,1983,93
81696,movie,Urban Cowboy,Urban Cowboy,1980,132
80031,movie,Tom Horn,Tom Horn,1980,98
81693,movie,The Pumaman,L'uomo puma,1980,90
81764,movie,Without Warning,Without Warning,1980,89
81964,movie,...All the Marbles,...All the Marbles,1981,113
81974,movie,Absence of Malice,Absence of Malice,1981,116
82045,movie,Banana Joe,Banana Joe,1982,96
82085,movie,Blow Out,Blow Out,1981,108
85327,movie,Who Finds a Friend Finds a Treasure,Chi trova un amico trova un tesoro,1981,108
82175,movie,The Chosen,The Chosen,1981,108
82200,movie,Continental Divide,Continental Divide,1981,103
82353,movie,Eyewitness,Eyewitness,1981,103
77533,movie,Faces of Death,Faces of Death,1978,105
121261,movie,Faces of Death III,Faces of Death III,1985,91
82370,movie,The Woman Next Door,La femme d'à côté,1981,106
82382,movie,First Monday in October,First Monday in October,1981,98
82405,movie,The Four Seasons,The Four Seasons,1981,107
82431,movie,Galaxy of Terror,Galaxy of Terror,1981,81
82432,movie,Gallipoli,Gallipoli,1981,110
82449,movie,Ghost Story,Ghost Story,1981,110
82477,movie,Gregory's Girl,Gregory's Girl,1980,91
82498,movie,Happy Birthday to Me,Happy Birthday to Me,1981,111
82677,movie,Looker,Looker,1981,93
82755,movie,Teddy Bear,Mis,1981,111
82763,movie,Modern Problems,Modern Problems,1981,93
82782,movie,My Bloody Valentine,My Bloody Valentine,1981,90
82783,movie,My Dinner with Andre,My Dinner with Andre,1981,110
82801,movie,Neighbors,Neighbors,1981,94
82910,movie,Piranha II: The Spawning,Piranha Part Two: The Spawning,1981,94
82926,movie,Polyester,Polyester,1981,86
82949,movie,The Professional,Le professionnel,1981,108
288477,movie,Ghost Ship,Ghost Ship,2002,91
322802,movie,Jackass: The Movie,Jackass: The Movie,2002,85
259484,movie,Paid in Full,Paid in Full,2002,97
270707,movie,The Truth About Charlie,The Truth About Charlie,2002,104
286261,movie,All or Nothing,All or Nothing,2002,128
120679,movie,Frida,Frida,2002,123
299117,movie,Roger Dodger,Roger Dodger,2002,106
61452,movie,Casino Royale,Casino Royale,1967,131
87075,movie,The Company of Wolves,The Company of Wolves,1984,95
53804,movie,Exodus,Exodus,1960,208
60921,movie,The Russians Are Coming the Russians Are Coming,The Russians Are Coming the Russians Are Coming,1966,126
58756,movie,The World of Henry Orient,The World of Henry Orient,1964,106
297181,movie,I Spy,I Spy,2002,97
304669,movie,The Santa Clause 2,The Santa Clause 2,2002,104
280665,movie,Femme Fatale,Femme Fatale,2002,114
298203,movie,8 Mile,8 Mile,2002,110
297884,movie,Far from Heaven,Far from Heaven,2002,107
295297,movie,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,2002,161
273435,movie,Ararat,Ararat,2002,115
313196,movie,The Crime of Padre Amaro,El crimen del padre Amaro,2002,118
314725,movie,Standing in the Shadows of Motown,Standing in the Shadows of Motown,2002,108
42895,movie,Rio Grande,Rio Grande,1950,105
118735,movie,Blackrock,Blackrock,1997,86
263734,movie,Men with Brooms,Men with Brooms,2002,102
280609,movie,Dog Soldiers,Dog Soldiers,2002,105
51745,movie,Houseboat,Houseboat,1958,110
102368,movie,Madame Bovary,Madame Bovary,1991,143
99669,movie,My Father's Glory,La gloire de mon père,1990,105
99266,movie,My Mother's Castle,Le château de ma mère,1990,98
102782,movie,Return to the Blue Lagoon,Return to the Blue Lagoon,1991,102
103112,movie,Toy Soldiers,Toy Soldiers,1991,111
82970,movie,Ragtime,Ragtime,1981,155
81427,movie,Ricomincio da tre,Ricomincio da tre,1981,110
81455,movie,Scanners,Scanners,1981,103
83089,movie,Do You Remember Dolly Bell?,"Sjecas li se, Dolly Bell",1981,110
83163,movie,Take This Job and Shove It,Take This Job and Shove It,1981,100
83190,movie,Thief,Thief,1981,123
246460,movie,Die Another Day,Die Another Day,2002,133
283530,movie,The Emperor's Club,The Emperor's Club,2002,109
293815,movie,Friday After Next,Friday After Next,2002,85
295238,movie,Personal Velocity,Personal Velocity: Three Portraits,2002,86
258068,movie,The Quiet American,The Quiet American,2002,101
287467,movie,Talk to Her,Hable con ella,2002,112
271263,movie,Eight Crazy Nights,Eight Crazy Nights,2002,76
283160,movie,Extreme Ops,Extreme Ops,2002,93
307479,movie,Solaris,Solaris,2002,99
133240,movie,Treasure Planet,Treasure Planet,2002,95
283632,movie,They,They,2002,89
103959,movie,Chopper Chicks in Zombietown,Chrome Hearts,1989,86
118767,movie,Brother,Brat,1997,96
90368,movie,A Cruel Romance,Zhestokiy romans,1984,142
279064,movie,Elling,Elling,2001,89
77713,movie,I Spit on Your Grave,Day of the Woman,1978,101
110308,movie,The Last Seduction,The Last Seduction,1994,110
213121,movie,New Waterford Girl,New Waterford Girl,1999,97
58777,movie,Zulu,Zulu,1964,138
289848,movie,Analyze That,Analyze That,2002,96
262396,movie,Empire,Empire,2002,90
268126,movie,Adaptation.,Adaptation.,2002,115
238380,movie,Equilibrium,Equilibrium,2002,107
290329,movie,Visitor Q,Bijitâ Q,2001,84
83271,movie,Vabank,Vabank,1981,108
83284,movie,Victory,Victory,1981,116
83557,movie,Android,Android,1982,80
80393,movie,Attila flagello di Dio,Attila flagello di Dio,1982,91
83629,movie,The Beast Within,The Beast Within,1982,98
83642,movie,The Best Little Whorehouse in Texas,The Best Little Whorehouse in Texas,1982,114
83686,movie,The Party 2,La boum 2,1982,109
83702,movie,Burden of Dreams,Burden of Dreams,1982,95
83806,movie,Deathtrap,Deathtrap,1982,116
303933,movie,Drumline,Drumline,2002,118
302640,movie,The Hot Chick,The Hot Chick,2002,104
252076,movie,Maid in Manhattan,Maid in Manhattan,2002,105
253754,movie,Star Trek: Nemesis,Star Trek: Nemesis,2002,116
257360,movie,About Schmidt,About Schmidt,2002,125
298856,movie,Evelyn,Evelyn,2002,94
220580,movie,Intacto,Intacto,2001,108
300214,movie,Morvern Callar,Morvern Callar,2002,97
167261,movie,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,2002,179
245929,movie,Devils on the Doorstep,Guizi lai le,2000,139
307901,movie,25th Hour,25th Hour,2002,135
168786,movie,Antwone Fisher,Antwone Fisher,2002,120
217505,movie,Gangs of New York,Gangs of New York,2002,167
313737,movie,Two Weeks Notice,Two Weeks Notice,2002,101
272207,movie,Narc,Narc,2002,105
99160,movie,Blue Steel,Blue Steel,1990,102
106453,movie,Body of Evidence,Body of Evidence,1992,99
54743,movie,The Children's Hour,The Children's Hour,1961,108
75968,movie,The Duellists,The Duellists,1977,100
100143,movie,Miami Blues,Miami Blues,1990,97
110613,movie,My Girl 2,My Girl 2,1994,99
102492,movie,My Girl,My Girl,1991,102
96283,movie,My Neighbor Totoro,Tonari no Totoro,1988,86
33152,movie,The Thief of Bagdad,The Thief of Bagdad,1940,106
49934,movie,War and Peace,War and Peace,1956,208
50147,movie,Attack of the Crab Monsters,Attack of the Crab Monsters,1957,63
71222,movie,Black Christmas,Black Christmas,1974,98
73115,movie,The Story of O,Histoire d'O,1975,105
68575,movie,Fat City,Fat City,1972,96
91814,movie,Quicksilver,Quicksilver,1986,105
264464,movie,Catch Me If You Can,Catch Me If You Can,2002,141
255477,movie,Pinocchio,Pinocchio,2002,108
299658,movie,Chicago,Chicago,2002,113
274558,movie,The Hours,The Hours,2002,110
290210,movie,Max,Max,2002,106
309912,movie,Nicholas Nickleby,Nicholas Nickleby,2002,132
253474,movie,The Pianist,The Pianist,2002,150
119273,movie,Heavy Metal 2000,Heavy Metal 2000,2000,88
85794,movie,The King of Comedy,The King of Comedy,1982,109
282698,movie,Love Liza,Love Liza,2002,90
330069,movie,Blue Collar Comedy Tour: The Movie,Blue Collar Comedy Tour: The Movie,2003,105
305711,movie,Just Married,Just Married,2003,95
246498,movie,The City of Lost Souls,Hyôryû-gai,2000,103
295289,movie,A Guy Thing,A Guy Thing,2003,101
257568,movie,Kangaroo Jack,Kangaroo Jack,2003,89
271668,movie,National Security,National Security,2003,88
317248,movie,City of God,Cidade de Deus,2002,130
26056,movie,Alice Adams,Alice Adams,1935,99
75675,movie,The American Friend,Der amerikanische Freund,1977,128
103671,movie,American Me,American Me,1992,125
57869,movie,Band of Outsiders,Bande à part,1964,95
106500,movie,CB4,CB4,1993,89
101748,movie,Dogfight,Dogfight,1991,94
56023,movie,Girls! Girls! Girls!,Girls! Girls! Girls!,1962,106
52918,movie,Imitation of Life,Imitation of Life,1959,125
102500,movie,Mystery Date,Mystery Date,1991,97
29453,movie,Pépé le Moko,Pépé le Moko,1937,94
89981,movie,Secret Admirer,Secret Admirer,1985,90
88414,movie,The Woman in Red,The Woman in Red,1984,87
282209,movie,Darkness Falls,Darkness Falls,2003,86
280653,movie,Amen.,Amen.,2002,132
311320,movie,Blind Spot. Hitler's Secretary,Im toten Winkel - Hitlers Sekretärin,2002,90
86978,movie,Blind Date,Blind Date,1984,106
106833,movie,Ethan Frome,Ethan Frome,1993,99
70155,movie,The Harder They Come,The Harder They Come,1972,103
107079,movie,Sugar Hill,Sugar Hill,1993,123
326769,movie,Biker Boyz,Biker Boyz,2003,110
309593,movie,Final Destination 2,Final Destination 2,2003,90
292506,movie,The Recruit,The Recruit,2003,115
280720,movie,The Guru,The Guru,2002,94
308514,movie,Lost in La Mancha,Lost in La Mancha,2002,93
303361,movie,May,May,2002,93
49291,movie,The Harder They Fall,The Harder They Fall,1956,109
160611,movie,Ordinary Decent Criminal,Ordinary Decent Criminal,2000,93
105622,movie,Tokyo Decadence,Topâzu,1992,135
83943,movie,Firefox,Firefox,1982,136
84112,movie,"I, the Jury","I, the Jury",1982,111
84210,movie,Kiss Me Goodbye,Kiss Me Goodbye,1982,101
84237,movie,The Last Unicorn,The Last Unicorn,1982,92
84266,movie,Dragon Lord,Lung siu yeh,1982,102
84329,movie,A Midsummer Night's Sex Comedy,A Midsummer Night's Sex Comedy,1982,88
84335,movie,Missing,Missing,1982,122
84352,movie,Monty Python Live at the Hollywood Bowl,Monty Python Live at the Hollywood Bowl,1982,77
84422,movie,The Night of the Shooting Stars,La notte di San Lorenzo,1982,107
84469,movie,Paradise,Paradise,1982,100
84504,movie,The Pirate Movie,The Pirate Movie,1982,105
84555,movie,Santa Claus Is a Stinker,Le père Noël est une ordure,1982,88
84597,movie,Richard Pryor: Live on the Sunset Strip,Richard Pryor: Live on the Sunset Strip,1982,82
84628,movie,Sans Soleil,Sans soleil,1983,104
84633,movie,Savannah Smiles,Savannah Smiles,1982,105
84648,movie,The Secret Policeman's Other Ball,The Secret Policeman's Other Ball,1982,99
84777,movie,Tenebrae,Tenebre,1982,101
84786,movie,They Call Me Bruce,They Call Me Bruce,1982,87
84814,movie,Trail of the Pink Panther,Trail of the Pink Panther,1982,96
84854,movie,Venom,Venom,1981,93
84899,movie,White Dog,White Dog,1982,90
84945,movie,Zapped!,Zapped!,1982,98
251127,movie,How to Lose a Guy in 10 Days,How to Lose a Guy in 10 Days,2003,116
300471,movie,Shanghai Knights,Shanghai Knights,2003,114
287978,movie,Daredevil,Daredevil,2003,103
283426,movie,The Jungle Book 2,The Jungle Book 2,2003,72
299458,movie,All the Real Girls,All the Real Girls,2003,108
302674,movie,Gerry,Gerry,2002,103
291579,movie,"He Loves Me, He Loves Me Not",À la folie... pas du tout,2002,92
106701,movie,Dennis the Menace,Dennis the Menace,1993,94
85248,movie,The Black Stallion Returns,The Black Stallion Returns,1983,103
78872,movie,The Black Stallion,The Black Stallion,1979,118
59573,movie,A Patch of Blue,A Patch of Blue,1965,105
43961,movie,The Red Badge of Courage,The Red Badge of Courage,1951,69
57581,movie,The Thrill of It All,The Thrill of It All,1963,108
53172,movie,Pillow Talk,Pillow Talk,1959,102
74851,movie,The Man Who Fell to Earth,The Man Who Fell to Earth,1976,139
279331,movie,Dark Blue,Dark Blue,2002,118
279111,movie,Gods and Generals,Gods and Generals,2003,219
289992,movie,The Life of David Gale,The Life of David Gale,2003,130
302886,movie,Old School,Old School,2003,88
315543,movie,Open Hearts,Elsker dig for evigt,2002,113
273982,movie,Poolhall Junkies,Poolhall Junkies,2002,99
324080,movie,Stone Reader,Stone Reader,2002,127
306685,movie,Cradle 2 the Grave,Cradle 2 the Grave,2003,101
278731,movie,Spider,Spider,2002,98
91374,movie,Lady Jane,Lady Jane,1986,136
287471,movie,Late Marriage,Hatuna Meuheret,2001,102
102303,movie,Life Stinks,Life Stinks,1991,92
107563,movie,The Meteor Man,The Meteor Man,1993,100
301429,movie,Volcano High,Hwasango,2001,120
305669,movie,Bringing Down the House,Bringing Down the House,2003,105
314353,movie,Tears of the Sun,Tears of the Sun,2003,121
290673,movie,Irreversible,Irréversible,2002,97
298408,movie,Laurel Canyon,Laurel Canyon,2002,103
161860,movie,Nowhere in Africa,Nirgendwo in Afrika,2001,141
256359,movie,The Safety of Objects,The Safety of Objects,2001,121
286499,movie,Bend It Like Beckham,Bend It Like Beckham,2002,112
269347,movie,The Hunted,The Hunted,2003,94
310357,movie,Willard,Willard,2003,100
236640,movie,Prozac Nation,Prozac Nation,2001,95
283003,movie,Spun,Spun,2002,101
55047,movie,King of Kings,King of Kings,1961,168
35417,movie,The Talk of the Town,The Talk of the Town,1942,118
60182,movie,Born Free,Born Free,1966,95
75995,movie,Equus,Equus,1977,137
99776,movie,Europa Europa,Europa Europa,1990,112
47030,movie,The Glenn Miller Story,The Glenn Miller Story,1954,115
99699,movie,Green Card,Green Card,1990,107
52948,movie,Journey to the Center of the Earth,Journey to the Center of the Earth,1959,129
86087,movie,Pauline at the Beach,Pauline à la plage,1983,95
178868,movie,Ringu,Ringu,1998,96
96028,movie,Salaam Bombay!,Salaam Bombay!,1988,113
65054,movie,Sweet Charity,Sweet Charity,1969,149
103036,movie,Talent for the Game,Talent for the Game,1991,91
285462,movie,Boat Trip,Boat Trip,2002,94
285531,movie,Dreamcatcher,Dreamcatcher,2003,136
323642,movie,Piglet's Big Movie,Piglet's Big Movie,2003,75
264150,movie,View from the Top,View from the Top,2003,87
28597,movie,The Awful Truth,The Awful Truth,1937,90
264395,movie,Basic,Basic,2003,98
298814,movie,The Core,The Core,2003,135
325537,movie,Head of State,Head of State,2003,95
286788,movie,What a Girl Wants,What a Girl Wants,2003,105
283897,movie,Assassination Tango,Assassination Tango,2002,114
316188,movie,Raising Victor Vargas,Raising Victor Vargas,2002,88
334416,movie,Stevie,Stevie,2002,140
100998,movie,Dreams,Yume,1990,119
70460,movie,Day for Night,La nuit américaine,1973,116
42593,movie,In a Lonely Place,In a Lonely Place,1950,94
281820,movie,The Good Thief,The Good Thief,2002,109
266465,movie,A Man Apart,A Man Apart,2003,109
183649,movie,Phone Booth,Phone Booth,2002,81
275277,movie,Cowboy Bebop: The Movie,Cowboy Bebop: Tengoku no tobira,2001,115
304328,movie,Levity,Levity,2003,100
311519,movie,The Man Without a Past,Mies vailla menneisyyttä,2002,97
305224,movie,Anger Management,Anger Management,2003,106
280477,movie,Better Luck Tomorrow,Better Luck Tomorrow,2002,101
297144,movie,Ghosts of the Abyss,Ghosts of the Abyss,2003,61
251736,movie,House of 1000 Corpses,House of 1000 Corpses,2003,89
300140,movie,Lilya 4-Ever,Lilja 4-ever,2002,109
245803,movie,Bulletproof Monk,Bulletproof Monk,2003,104
323572,movie,Chasing Papi,Chasing Papi,2003,80
310281,movie,A Mighty Wind,A Mighty Wind,2003,91
311289,movie,Holes,Holes,2003,117
328099,movie,Malibu's Most Wanted,Malibu's Most Wanted,2003,86
301727,movie,Winged Migration,Le peuple migrateur,2001,98
236027,movie,Flickering Lights,Blinkende lygter,2000,109
67800,movie,Straw Dogs,Straw Dogs,1971,113
50177,movie,Beginning of the End,Beginning of the End,1957,76
66769,movie,The Andromeda Strain,The Andromeda Strain,1971,131
60390,movie,Fahrenheit 451,Fahrenheit 451,1966,112
327920,movie,I Am Trying to Break Your Heart,I Am Trying to Break Your Heart,2002,92
91396,movie,Legal Eagles,Legal Eagles,1986,116
95613,movie,Memories of Me,Memories of Me,1988,105
100611,movie,Sibling Rivalry,Sibling Rivalry,1990,87
108442,movie,Undercover Blues,Undercover Blues,1993,90
92214,movie,Wildcats,Wildcats,1986,106
78504,movie,The Wiz,The Wiz,1978,134
102465,movie,"Mon père, ce héros.","Mon père, ce héros.",1991,105
102849,movie,Scenes from a Mall,Scenes from a Mall,1991,89
310910,movie,Confidence,Confidence,2003,97
309698,movie,Identity,Identity,2003,90
311110,movie,It Runs in the Family,It Runs in the Family,2003,109
342275,movie,A Decade Under the Influence,A Decade Under the Influence,2003,138
252684,movie,Manic,Manic,2001,100
274711,movie,People I Know,People I Know,2002,100
334405,movie,Spellbound,Spellbound,2002,97
306841,movie,The Lizzie McGuire Movie,The Lizzie McGuire Movie,2003,94
290334,movie,X2: X-Men United,X2,2003,134
290145,movie,Blue Car,Blue Car,2002,96
118926,movie,The Dancer Upstairs,The Dancer Upstairs,2002,132
317226,movie,Marooned in Iraq,Gomgashtei dar Aragh,2002,100
285861,movie,Owning Mahowny,Owning Mahowny,2003,104
317303,movie,Daddy Day Care,Daddy Day Care,2003,92
301414,movie,Man on the Train,L'homme du train,2002,90
308878,movie,The Shape of Things,The Shape of Things,2003,96
250067,movie,The Trip,The Trip,2002,95
237993,movie,101 Reykjavík,101 Reykjavík,2000,88
88915,movie,A Chorus Line,A Chorus Line,1985,113
86946,movie,Beat Street,Beat Street,1984,105
86999,movie,Breakin' 2: Electric Boogaloo,Breakin' 2: Electric Boogaloo,1984,94
86998,movie,Breakin',Breakin',1984,87
92067,movie,Castle in the Sky,Tenkû no shiro Rapyuta,1986,125
49314,movie,High Society,High Society,1956,111
45963,movie,Kiss Me Kate,Kiss Me Kate,1953,109
234215,movie,The Matrix Reloaded,The Matrix Reloaded,2003,138
309530,movie,Down with Love,Down with Love,2003,101
281724,movie,Cinemania,Cinemania,2002,83
283900,movie,The Spanish Apartment,L'auberge espagnole,2002,122
347791,movie,Pokémon Heroes,Gekijô-ban poketto monsutaa: Mizu no Miyako no Mamori Gami Ratiasu to Ratiosu,2002,80
315327,movie,Bruce Almighty,Bruce Almighty,2003,101
314786,movie,The In-Laws,The In-Laws,2003,98
304081,movie,Gigantic (A Tale of Two Johns),Gigantic (A Tale of Two Johns),2002,102
286516,movie,Respiro,Respiro,2002,95
266543,movie,Finding Nemo,Finding Nemo,2003,100
317740,movie,The Italian Job,The Italian Job,2003,111
295700,movie,Wrong Turn,Wrong Turn,2003,84
342172,movie,Capturing the Friedmans,Capturing the Friedmans,2003,107
332639,movie,Together,He ni zai yi qi,2002,116
322259,movie,2 Fast 2 Furious,2 Fast 2 Furious,2003,107
298228,movie,Whale Rider,Whale Rider,2002,101
60748,movie,Nevada Smith,Nevada Smith,1966,128
101020,movie,Once a Thief,Chung hang sei hoi,1991,108
50972,movie,Silk Stockings,Silk Stockings,1957,117
69895,movie,The Crazies,The Crazies,1973,103
307197,movie,Murder on a Sunday Morning,Un coupable idéal,2001,111
178022,movie,Siam Sunset,Siam Sunset,1999,91
43067,movie,Treasure Island,Treasure Island,1950,96
61170,movie,Walk Don't Run,Walk Don't Run,1966,114
71143,movie,Beautiful People,Animals Are Beautiful People,1974,92
74281,movie,Car Wash,Car Wash,1976,97
31225,movie,Destry Rides Again,Destry Rides Again,1939,95
93267,movie,Intervista,Intervista,1987,107
104743,movie,Live Wire,Live Wire,1992,85
59711,movie,Shenandoah,Shenandoah,1965,105
102603,movie,Oscar,Oscar,1991,109
120142,movie,The Sixth Man,The Sixth Man,1997,107
66279,movie,The Railway Children,The Railway Children,1970,109
65134,movie,Two Mules for Sister Sara,Two Mules for Sister Sara,1970,116
43137,movie,Winchester '73,Winchester '73,1950,92
